ORIGINAL.FILENAME,ORIGINAL.SHORT_NAME,DATASET.LONG_NAME,DATASET.SHORT_NAME,DATASET.PERSISTENT_ID,DATASET.DESCRIPTION,DATASET_POLICY.ACCESS_TYPE,DATASET_POLICY.VIEW_ONLINE,DATASET_CITATION.CREATOR,DATASET_CITATION.RELEASE_DATE_LONG,DATASET_CITATION.VERSION,DATASET_LOCATION_POLICY.BASE_PATH,DATASET_LOCATION_POLICY.TYPE
OCEAN_SURFACE_STRESS_day_mean_1992-01-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_SURFACE_STRESS_05DEG_DAILY_V4R4,ECCO Ocean Surface Stress - Daily Mean 0.5 Degree (Version 4 release 4),ECCO_L4_SURFACE_STRESS_05DEG_DAILY_V4R4,PODAAC-ECG5D-STR44,"This dataset provides daily average ocean surface stress interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/surface_stress/daily,ARCHIVE-OPEN
OCEAN_SURFACE_STRESS_mon_mean_1992-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_SURFACE_STRESS_05DEG_MONTHLY_V4R4,ECCO Ocean Surface Stress - Monthly Mean 0.5 Degree (Version 4 release 4),ECCO_L4_SURFACE_STRESS_05DEG_MONTHLY_V4R4,PODAAC-ECG5M-STR44,"This dataset provides monthly average ocean surface stress interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/surface_stress/monthly,ARCHIVE-OPEN
OCEAN_SURFACE_STRESS_snap_1992-01-01T000000_ECCO_V4r4_native_llc0090.nc,ECCO_L4_SURFACE_STRESS_LLC0090GRID_SNAPSHOT_V4R4,ECCO Ocean Surface Stress - Snapshot llc90 Grid (Version 4 release 4),ECCO_L4_SURFACE_STRESS_LLC0090GRID_SNAPSHOT_V4R4,PODAAC-ECL5S-STR44,"This dataset provides a snapshot of  ocean surface stress on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/surface_stress/snapshot,ARCHIVE-OPEN
OCEAN_SURFACE_STRESS_day_mean_1992-01-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_SURFACE_STRESS_LLC0090GRID_DAILY_V4R4,ECCO Ocean Surface Stress - Daily Mean llc90 Grid (Version 4 release 4),ECCO_L4_SURFACE_STRESS_LLC0090GRID_DAILY_V4R4,PODAAC-ECL5D-STR44,"This dataset provides daily average ocean surface stress on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/surface_stress/daily,ARCHIVE-OPEN
OCEAN_SURFACE_STRESS_mon_mean_1992-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_SURFACE_STRESS_LLC0090GRID_MONTHLY_V4R4,ECCO Ocean Surface Stress - Monthly Mean llc90 Grid (Version 4 release 4),ECCO_L4_SURFACE_STRESS_LLC0090GRID_MONTHLY_V4R4,PODAAC-ECL5M-STR44,"This dataset provides monthly average ocean surface stress on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/surface_stress/monthly,ARCHIVE-OPEN
ATM_SURFACE_TEMP_HUM_WIND_PRES_day_mean_1992-01-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_ATM_PROPERTIES_05DEG_DAILY_V4R4,"ECCO Atmosphere Surface Temperature, Humidity, Wind, and Pressure - Daily Mean 0.5 Degree (Version 4 release 4)",ECCO_L4_ATM_PROPERTIES_05DEG_DAILY_V4R4,PODAAC-ECG5D-ATM44,"This dataset provides daily average atmospheric parameters interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/atm_properties/daily,ARCHIVE-OPEN
ATM_SURFACE_TEMP_HUM_WIND_PRES_mon_mean_1992-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_ATM_PROPERTIES_05DEG_MONTHLY_V4R4,"ECCO Atmosphere Surface Temperature, Humidity, Wind, and Pressure - Monthly Mean 0.5 Degree (Version 4 release 4)",ECCO_L4_ATM_PROPERTIES_05DEG_MONTHLY_V4R4,PODAAC-ECG5M-ATM44,"This dataset provides monthly average atmospheric parameters interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/atm_properties/monthly,ARCHIVE-OPEN
ATM_SURFACE_TEMP_HUM_WIND_PRES_snap_1992-01-01T000000_ECCO_V4r4_native_llc0090.nc,ECCO_L4_ATM_PROPERTIES_LLC0090GRID_SNAPSHOT_V4R4,"ECCO Atmosphere Surface Temperature, Humidity, Wind, and Pressure - Snapshot llc90 Grid (Version 4 release 4)",ECCO_L4_ATM_PROPERTIES_LLC0090GRID_SNAPSHOT_V4R4,PODAAC-ECL5S-ATM44,"This dataset provides a snapshot of  atmospheric parameters on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/atm_properties/snapshot,ARCHIVE-OPEN
ATM_SURFACE_TEMP_HUM_WIND_PRES_day_mean_1992-01-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_ATM_PROPERTIES_LLC0090GRID_DAILY_V4R4,"ECCO Atmosphere Surface Temperature, Humidity, Wind, and Pressure - Daily Mean llc90 Grid (Version 4 release 4)",ECCO_L4_ATM_PROPERTIES_LLC0090GRID_DAILY_V4R4,PODAAC-ECL5D-ATM44,"This dataset provides daily average atmospheric parameters on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/atm_properties/daily,ARCHIVE-OPEN
ATM_SURFACE_TEMP_HUM_WIND_PRES_mon_mean_1992-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_ATM_PROPERTIES_LLC0090GRID_MONTHLY_V4R4,"ECCO Atmosphere Surface Temperature, Humidity, Wind, and Pressure - Monthly Mean llc90 Grid (Version 4 release 4)",ECCO_L4_ATM_PROPERTIES_LLC0090GRID_MONTHLY_V4R4,PODAAC-ECL5M-ATM44,"This dataset provides monthly average atmospheric parameters on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/atm_properties/monthly,ARCHIVE-OPEN
GM_OCEAN_BOLUS_VELOCITY_day_mean_1992-01-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_BOLUS_05DEG_DAILY_V4R4,ECCO Gent-McWilliams Ocean Bolus Velocity - Daily Mean 0.5 Degree (Version 4 release 4),ECCO_L4_BOLUS_05DEG_DAILY_V4R4,PODAAC-ECG5D-BOL44,"This dataset provides daily average Gent-McWilliams ocean bolus velocity interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/bolus_vel/daily,ARCHIVE-OPEN
GM_OCEAN_BOLUS_VELOCITY_mon_mean_1992-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_BOLUS_05DEG_MONTHLY_V4R4,ECCO Gent-McWilliams Ocean Bolus Velocity - Monthly Mean 0.5 Degree (Version 4 release 4),ECCO_L4_BOLUS_05DEG_MONTHLY_V4R4,PODAAC-ECG5M-BOL44,"This dataset provides monthly average Gent-McWilliams ocean bolus velocity interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/bolus_vel/monthly,ARCHIVE-OPEN
GM_OCEAN_BOLUS_VELOCITY_snap_1992-01-01T000000_ECCO_V4r4_native_llc0090.nc,ECCO_L4_BOLUS_LLC0090GRID_SNAPSHOT_V4R4,ECCO Gent-McWilliams Ocean Bolus Velocity - Snapshot llc90 Grid (Version 4 release 4),ECCO_L4_BOLUS_LLC0090GRID_SNAPSHOT_V4R4,PODAAC-ECL5S-BOL44,"This dataset provides a snapshot of  Gent-McWilliams ocean bolus velocity on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/bolus_vel/snapshot,ARCHIVE-OPEN
GM_OCEAN_BOLUS_VELOCITY_day_mean_1992-01-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_BOLUS_LLC0090GRID_DAILY_V4R4,ECCO Gent-McWilliams Ocean Bolus Velocity - Daily Mean llc90 Grid (Version 4 release 4),ECCO_L4_BOLUS_LLC0090GRID_DAILY_V4R4,PODAAC-ECL5D-BOL44,"This dataset provides daily average Gent-McWilliams ocean bolus velocity on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/bolus_vel/daily,ARCHIVE-OPEN
GM_OCEAN_BOLUS_VELOCITY_mon_mean_1992-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_BOLUS_LLC0090GRID_MONTHLY_V4R4,ECCO Gent-McWilliams Ocean Bolus Velocity - Monthly Mean llc90 Grid (Version 4 release 4),ECCO_L4_BOLUS_LLC0090GRID_MONTHLY_V4R4,PODAAC-ECL5M-BOL44,"This dataset provides monthly average Gent-McWilliams ocean bolus OCEAN_VELOCITY on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/bolus_vel/monthly,ARCHIVE-OPEN
OCEAN_BOTTOM_PRESSURE_day_mean_1992-01-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_OBP_05DEG_DAILY_V4R4,ECCO Ocean Bottom Pressure - Daily Mean 0.5 Degree (Version 4 release 4),ECCO_L4_OBP_05DEG_DAILY_V4R4,PODAAC-ECG5D-OBP44,"This dataset provides daily average ocean bottom pressure interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/obp/daily,ARCHIVE-OPEN
OCEAN_BOTTOM_PRESSURE_mon_mean_1992-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_OBP_05DEG_MONTHLY_V4R4,ECCO Ocean Bottom Pressure - Monthly Mean 0.5 Degree (Version 4 release 4),ECCO_L4_OBP_05DEG_MONTHLY_V4R4,PODAAC-ECG5M-OBP44,"This dataset provides monthly average ocean bottom pressure interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/obp/monthly,ARCHIVE-OPEN
OCEAN_BOTTOM_PRESSURE_snap_1992-01-01T000000_ECCO_V4r4_native_llc0090.nc,ECCO_L4_OBP_LLC0090GRID_SNAPSHOT_V4R4,ECCO Ocean Bottom Pressure - Snapshot llc90 Grid (Version 4 release 4),ECCO_L4_OBP_LLC0090GRID_SNAPSHOT_V4R4,PODAAC-ECL5S-OBP44,"This dataset provides a snapshot of  ocean bottom pressure on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/obp/snapshot,ARCHIVE-OPEN
OCEAN_BOTTOM_PRESSURE_day_mean_1992-01-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_OBP_LLC0090GRID_DAILY_V4R4,ECCO Ocean Bottom Pressure - Daily Mean llc90 Grid (Version 4 release 4),ECCO_L4_OBP_LLC0090GRID_DAILY_V4R4,PODAAC-ECL5D-OBP44,"This dataset provides daily average ocean bottom pressure on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/obp/daily,ARCHIVE-OPEN
OCEAN_BOTTOM_PRESSURE_mon_mean_1992-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_OBP_LLC0090GRID_MONTHLY_V4R4,ECCO Ocean Bottom Pressure - Monthly Mean llc90 Grid (Version 4 release 4),ECCO_L4_OBP_LLC0090GRID_MONTHLY_V4R4,PODAAC-ECL5M-OBP44,"This dataset provides monthly average ocean bottom pressure on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/obp/monthly,ARCHIVE-OPEN
