ORIGINAL.FILENAME,ORIGINAL.SHORT_NAME,DATASET.LONG_NAME,DATASET.SHORT_NAME,DATASET.PERSISTENT_ID,DATASET.DESCRIPTION,DATASET_POLICY.ACCESS_TYPE,DATASET_POLICY.VIEW_ONLINE,DATASET_CITATION.CREATOR,DATASET_CITATION.RELEASE_DATE_LONG,DATASET_CITATION.VERSION,DATASET_LOCATION_POLICY.BASE_PATH,DATASET_LOCATION_POLICY.TYPE
SEA_ICE_AND_SNOW_day_mean_1992-01-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_SEA_ICE_CONCENTRATION_05DEG_DAILY_V4R4,"ECCO Sea-Ice Concentration, Thickness, and Velocity and Snow Thickness - Daily Mean 0.5 Degree (Version 4 release 4)",ECCO_L4_SEA_ICE_CONCENTRATION_05DEG_DAILY_V4R4,PODAAC-ECG5D-ICO44,"This dataset provides daily average sea-ice parameters interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/sea_ice_concentration/daily,ARCHIVE-OPEN
SEA_ICE_AND_SNOW_mon_mean_1992-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_SEA_ICE_CONCENTRATION_05DEG_MONTHLY_V4R4,"ECCO Sea-Ice Concentration, Thickness, and Velocity and Snow Thickness - Monthly Mean 0.5 Degree (Version 4 release 4)",ECCO_L4_SEA_ICE_CONCENTRATION_05DEG_MONTHLY_V4R4,PODAAC-ECG5M-ICO44,"This dataset provides monthly average sea-ice parameters interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/sea_ice_concentration/monthly,ARCHIVE-OPEN
SEA_ICE_AND_SNOW_snap_1992-01-01T000000_ECCO_V4r4_native_llc0090.nc,ECCO_L4_SEA_ICE_CONCENTRATION_LLC0090GRID_SNAPSHOT_V4R4,"ECCO Sea-Ice Concentration, Thickness, and Velocity and Snow Thickness - Snapshot llc90 Grid (Version 4 release 4)",ECCO_L4_SEA_ICE_CONCENTRATION_LLC0090GRID_SNAPSHOT_V4R4,PODAAC-ECL5S-ICO44,"This dataset provides a snapshot of  sea-ice parameters on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/sea_ice_concentration/snapshot,ARCHIVE-OPEN
SEA_ICE_AND_SNOW_day_mean_1992-01-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_SEA_ICE_CONCENTRATION_LLC0090GRID_DAILY_V4R4,"ECCO Sea-Ice Concentration, Thickness, and Velocity and Snow Thickness - Daily Mean llc90 Grid (Version 4 release 4)",ECCO_L4_SEA_ICE_CONCENTRATION_LLC0090GRID_DAILY_V4R4,PODAAC-ECL5D-ICO44,"This dataset provides daily average sea-ice parameters on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/sea_ice_concentration/daily,ARCHIVE-OPEN
SEA_ICE_AND_SNOW_mon_mean_1992-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_SEA_ICE_CONCENTRATION_LLC0090GRID_MONTHLY_V4R4,"ECCO Sea-Ice Concentration, Thickness, and Velocity and Snow Thickness - Monthly Mean llc90 Grid (Version 4 release 4)",ECCO_L4_SEA_ICE_CONCENTRATION_LLC0090GRID_MONTHLY_V4R4,PODAAC-ECL5M-ICO44,"This dataset provides monthly average sea-ice parameters on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/sea_ice_concentration/monthly,ARCHIVE-OPEN
SEA_SURFACE_HEIGHT_day_mean_1992-01-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_SSH_05DEG_DAILY_V4R4,ECCO Sea Surface Height - Daily Mean 0.5 Degree (Version 4 release 4),ECCO_L4_SSH_05DEG_DAILY_V4R4,PODAAC-ECG5D-SSH44,"This dataset provides daily average sea surface height interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/ssh/daily,ARCHIVE-OPEN
SEA_SURFACE_HEIGHT_mon_mean_1992-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_SSH_05DEG_MONTHLY_V4R4,ECCO Sea Surface Height - Monthly Mean 0.5 Degree (Version 4 release 4),ECCO_L4_SSH_05DEG_MONTHLY_V4R4,PODAAC-ECG5M-SSH44,"This dataset provides monthly average sea surface height interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/ssh/monthly,ARCHIVE-OPEN
SEA_SURFACE_HEIGHT_snap_1992-01-01T000000_ECCO_V4r4_native_llc0090.nc,ECCO_L4_SSH_LLC0090GRID_SNAPSHOT_V4R4,ECCO Sea Surface Height - Snapshot llc90 Grid (Version 4 release 4),ECCO_L4_SSH_LLC0090GRID_SNAPSHOT_V4R4,PODAAC-ECL5S-SSH44,"This dataset provides a snapshot of  sea surface height on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/ssh/snapshot,ARCHIVE-OPEN
SEA_SURFACE_HEIGHT_day_mean_1992-01-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_SSH_LLC0090GRID_DAILY_V4R4,ECCO Sea Surface Height - Daily Mean llc90 Grid (Version 4 release 4),ECCO_L4_SSH_LLC0090GRID_DAILY_V4R4,PODAAC-ECL5D-SSH44,"This dataset provides daily average sea surface height on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/ssh/daily,ARCHIVE-OPEN
SEA_SURFACE_HEIGHT_mon_mean_1992-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_SSH_LLC0090GRID_MONTHLY_V4R4,ECCO Sea Surface Height - Monthly Mean llc90 Grid (Version 4 release 4),ECCO_L4_SSH_LLC0090GRID_MONTHLY_V4R4,PODAAC-ECL5M-SSH44,"This dataset provides monthly average sea surface height on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/ssh/monthly,ARCHIVE-OPEN
GLOBAL_MEAN_SEA_LEVEL_day_mean_1992-01-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_GMSL_05DEG_DAILY_V4R4,ECCO Global Mean Sea Level - Daily Mean 0.5 Degree (Version 4 release 4),ECCO_L4_GMSL_05DEG_DAILY_V4R4,PODAAC-ECG5D-GMS44,"This dataset provides daily average global mean sea level interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/gmsl/daily,ARCHIVE-OPEN
GLOBAL_MEAN_SEA_LEVEL_mon_mean_1992-01_ECCO_V4r4_latlon_0p50deg.nc,ECCO_L4_GMSL_05DEG_MONTHLY_V4R4,ECCO Global Mean Sea Level - Monthly Mean 0.5 Degree (Version 4 release 4),ECCO_L4_GMSL_05DEG_MONTHLY_V4R4,PODAAC-ECG5M-GMS44,"This dataset provides monthly average global mean sea level interpolated to a regular 0.5-degree grid as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/half_deg_grid_lat_lon/gmsl/monthly,ARCHIVE-OPEN
SURFACE_HEAT_FLUXES_snap_1992-01-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_GMSL_LLC0090GRID_SNAPSHOT_V4R4,ECCO Global Mean Sea Level - Snapshot llc90 Grid (Version 4 release 4),ECCO_L4_GMSL_LLC0090GRID_SNAPSHOT_V4R4,PODAAC-ECL5S-GMS44,"This dataset provides a snapshot of  global mean sea level on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/gmsl/snapshot,ARCHIVE-OPEN
GLOBAL_MEAN_SEA_LEVEL_day_mean_1992-01-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_GMSL_LLC0090GRID_DAILY_V4R4,ECCO Global Mean Sea Level - Daily Mean llc90 Grid (Version 4 release 4),ECCO_L4_GMSL_LLC0090GRID_DAILY_V4R4,PODAAC-ECL5D-GMS44,"This dataset provides daily average global mean sea level on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/gmsl/daily,ARCHIVE-OPEN
GLOBAL_MEAN_SEA_LEVEL_mon_mean_1992-01_ECCO_V4r4_native_llc0090.nc,ECCO_L4_GMSL_LLC0090GRID_MONTHLY_V4R4,ECCO Global Mean Sea Level - Monthly Mean llc90 Grid (Version 4 release 4),ECCO_L4_GMSL_LLC0090GRID_MONTHLY_V4R4,PODAAC-ECL5M-GMS44,"This dataset provides monthly average global mean sea level on the native Lat-Lon-Cap 90 (LLC90) grid used for data assimilation as one component of a suite of ocean state estimates computed in ECCO Version 4 revision 4. ""Estimating the Circulation and Climate of the Ocean"" (ECCO) is a data assimilating model that produces optimized estimates of ocean state and flux. ECCO Version 4 release 4 (V4r4) constrains a global circulation model (MITgcm^) with diverse datasets that include satellite altimetry products like sea surface height (SSH); data derived from observations of earth’s gravity field like ocean bottom pressure (OBP); observations from diverse in situ sources like Argo, CTD, XBT, ITP, APB, Glider, and TAO mooring temperature and salinity; and numerous other datasets. ECCO V4r4 is the first of the model’s multi-decadal ocean state estimates to cover the Arctic Ocean and provide truly global coverage. It’s also the first to assimilate observations from GRACE (ocean bottom pressure) and Aquarius (sea surface salinity), and the first covering 2016 and 2017. This release represents the 25 year period from 1992 to 2017.",OPEN,N,ECCO,8/15/2020,V4r4,file:///store/ecco/open/L4/V4/R4/native_grid_llc0090/gmsl/monthly,ARCHIVE-OPEN
